sample_id,stage,cpu_shape,candidate_shape,cpu_dtype,candidate_dtype,status,abs_p50,abs_p90,abs_p95,abs_p99,abs_p999,abs_max,rel_p50,rel_p90,rel_p95,rel_p99,rel_p999,rel_max,abs_ev_p50,abs_ev_p90,abs_ev_p95,abs_ev_p99,abs_ev_p999,abs_ev_max,mae,rmse,max_signed_error,min_signed_error,luma_abs_p50,luma_abs_p90,luma_abs_p95,luma_abs_p99,luma_abs_p999,luma_abs_max,psnr,ssim,deltaE2000_mean,deltaE2000_p95,deltaE2000_max
synthetic_gray_ramp,rgb_in,64x64x3,64x64x3,float64,float32,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,0.0,0.0,0.0
synthetic_gray_ramp,rgb_pre,64x64x3,64x64x3,float64,float32,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,0.0,0.0,0.0
synthetic_gray_ramp,log_e_film,64x64x3,64x64x3,float64,float32,ok,9.129740746738335e-08,1.8039748411746714e-07,2.2043236591606785e-07,2.9300838124551865e-07,3.0365331260551187e-07,3.0365331260551187e-07,2.128802344002403e-07,8.602666173659054e-07,2.015302371661056e-06,1.3111776162705166e-05,9.142154434008026e-05,9.142154434008026e-05,2.0270086019811005e-07,8.777740572664249e-07,1.261703383538706e-06,5.844960813445726e-06,8.543539372990313e-06,8.543539372990313e-06,9.808245296012057e-08,1.1934450706898943e-07,2.715549494158864e-07,-3.0365331260551187e-07,3.8715892825003095e-08,1.0027216745811529e-07,1.0917982562475004e-07,1.3627218375944494e-07,1.3627218375944494e-07,1.3627218375944494e-07,139.4670408965943,0.9999999999958052,2.524782378540906e-05,5.670693011436607e-05,7.061987339755512e-05
synthetic_gray_ramp,cmy_film,64x64x3,64x64x3,float64,float32,ok,9.05052337518697e-08,2.001830795572701e-07,2.0976133119354756e-07,2.614634295738938e-07,2.7751641629158996e-07,2.7751641629158996e-07,9.803093270886837e-08,2.2233109370769717e-07,2.7934719455189375e-07,3.907004530071005e-07,4.4436669132532674e-07,4.4436669132532674e-07,1.4142874603763624e-07,3.207559272188606e-07,4.0301275043701096e-07,5.636614793929517e-07,6.410857502648515e-07,6.410857502648515e-07,9.760115822343475e-08,1.1972771067607756e-07,2.7751641629158996e-07,-2.588132930192444e-07,4.3903062629802037e-08,1.3091336814596843e-07,1.4506771406352925e-07,1.7197785973088742e-07,1.7197785973088742e-07,1.7197785973088742e-07,141.38838385871284,0.9999999999975074,1.4589762099965307e-05,4.342776856766647e-05,5.558515095656105e-05
synthetic_gray_ramp,log_e_print,64x64x3,64x64x3,float64,float32,ok,2.720056534122328e-06,6.040149165109643e-06,6.40308291230407e-06,1.3961366665316e-05,1.82972984071883e-05,1.82972984071883e-05,1.0267559640225234e-05,4.4525684866603734e-05,9.224200457395618e-05,0.0005954692431221032,0.0016055760612275272,0.0016055760612275272,0.0,1.9582119905096495e-05,6.284762761315606e-05,0.0006725488289447839,0.0023144908443313407,0.0023144908443313407,2.961074289322624e-06,3.960832699398765e-06,1.82972984071883e-05,-6.435490862100046e-06,2.271998675351162e-06,3.0605337909550556e-06,3.174074977407848e-06,1.3931404114986279e-05,1.3931404114986279e-05,1.3931404114986279e-05,112.74797457938641,0.9999999994138523,0.00025252965078891753,0.0016531599040317038,0.0024038197924383525
synthetic_gray_ramp,cmy_print,64x64x3,64x64x3,float64,float32,ok,2.4032921965844167e-06,8.62555182115643e-06,1.251824083992048e-05,2.0579279969457076e-05,2.5540439356763756e-05,2.5540439356763756e-05,1.1073444097666465e-05,3.794246441686006e-05,4.3461042210432994e-05,5.149234629979249e-05,5.2462032501074626e-05,5.2462032501074626e-05,1.5975599657827387e-05,5.474043660121284e-05,6.270238184845605e-05,7.428583082975312e-05,7.568471976984045e-05,7.568471976984045e-05,3.7684590841407335e-06,5.819201410896556e-06,2.5540439356763756e-05,-2.0560167682148744e-05,1.9477810004053797e-06,4.613309605661087e-06,5.6028013752928985e-06,9.764332326689384e-06,9.764332326689384e-06,9.764332326689384e-06,106.70245873405962,0.9999999957076834,0.0011041672451962345,0.002239465373215865,0.00297620042929273
synthetic_gray_ramp,rgb_out,64x64x3,64x64x3,float64,float32,ok,6.076322969228443e-06,2.466057232297647e-05,3.088168094023125e-05,4.035747698161174e-05,4.579647511737672e-05,4.579647511737672e-05,1.1014845541900998e-05,4.195800484363648e-05,4.928171324898469e-05,8.733787826088126e-05,0.00010893655322533826,0.00010893655322533826,1.589106259288624e-05,6.05338746494829e-05,7.11002334276478e-05,0.00012599639714764232,0.00015715364274490617,0.00015715364274490617,9.357906543021373e-06,1.3166098248763665e-05,2.7687343539306575e-05,-4.579647511737672e-05,6.457315257391016e-06,1.1674867430588876e-05,1.2577591517182185e-05,1.3996212244848927e-05,1.3996212244848927e-05,1.3996212244848927e-05,97.61085816832599,0.9999999590327704,0.0022527980084374134,0.004018078270585114,0.005479713863937893
synthetic_gray_ramp,materialized_rgb_out,64x64x3,64x64x3,float64,float32,ok,6.076322969228443e-06,2.466057232297647e-05,3.088168094023125e-05,4.035747698161174e-05,4.579647511737672e-05,4.579647511737672e-05,1.1014845541900998e-05,4.195800484363648e-05,4.928171324898469e-05,8.733787826088126e-05,0.00010893655322533826,0.00010893655322533826,1.589106259288624e-05,6.05338746494829e-05,7.11002334276478e-05,0.00012599639714764232,0.00015715364274490617,0.00015715364274490617,9.357906543021373e-06,1.3166098248763665e-05,2.7687343539306575e-05,-4.579647511737672e-05,6.457315257391016e-06,1.1674867430588876e-05,1.2577591517182185e-05,1.3996212244848927e-05,1.3996212244848927e-05,1.3996212244848927e-05,97.61085816832599,0.9999999590327704,0.0022527980084374134,0.004018078270585114,0.005479713863937893
synthetic_gray_ramp,export_png16_roundtrip,64x64x3,64x64x3,float32,float32,ok,1.52587890625e-05,3.0517578125e-05,3.0517578125e-05,4.57763671875e-05,4.57763671875e-05,4.57763671875e-05,1.8571729839995103e-05,4.0701076034697665e-05,5.8516278611545856e-05,0.00021159219406640938,0.00029859204664800905,0.00029859204664800905,2.679359101740054e-05,5.8720434771574415e-05,8.442361182838148e-05,0.00030523067566900325,0.0004307128801431573,0.0004307128801431573,1.0013657932480177e-05,1.5018557043602904e-05,3.0517578125e-05,-4.57763671875e-05,6.488037109342315e-06,1.6299438476807815e-05,1.7401123046822953e-05,2.0645141601716155e-05,2.0645141601716155e-05,2.0645141601716155e-05,96.46743583146323,0.9999999322850952,0.0028870752046803836,0.004736522213534752,0.005800336610022432
synthetic_shadow_ramp,rgb_in,64x64x3,64x64x3,float64,float32,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,0.0,0.0,0.0
