sample_id,stage,y,x,max_abs_error,cpu_r,cpu_g,cpu_b,candidate_r,candidate_g,candidate_b
synthetic_saturated_rgb,rgb_out,38,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,3,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,35,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,27,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,17,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,23,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,5,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,47,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,56,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,14,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,41,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,43,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,1,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,24,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,19,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,53,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,22,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,7,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,40,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,32,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,4,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,15,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,28,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,60,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
synthetic_saturated_rgb,rgb_out,12,46,0.0002104279339413262,0.0044920387088731445,0.20591080276168955,0.5021115306079288,0.004500674549490213,0.2058371901512146,0.5023219585418701
