sample_id,name,shape,dtype,size,finite_count,nan_count,posinf_count,neginf_count,min,max,mean,std,negative_count,above_one_count,at_or_below_zero_count,at_or_above_one_count
synthetic_gray_ramp,decoded_or_synthetic_source,64x64x3,float32,12288,12288,0,0,0,0.0,1.0,0.5,0.29322147369384766,0,0,192,192
synthetic_gray_ramp,cpu_gui_prepared_input,64x64x3,float64,12288,12288,0,0,0,0.0,1.0,0.5000000099244062,0.29322148160135475,0,0,192,192
synthetic_gray_ramp,mlx_gui_prepared_input,64x64x3,float32,12288,12288,0,0,0,0.0,1.0,0.5,0.29322147369384766,0,0,192,192
synthetic_gray_ramp,cpu_rgb_in,64x64x3,float64,12288,12288,0,0,0,0.0,1.0,0.5000000099244062,0.29322148160135475,0,0,192,192
synthetic_gray_ramp,cpu_rgb_pre,64x64x3,float64,12288,12288,0,0,0,0.0,1.0,0.5000000099244062,0.29322148160135475,0,0,192,192
synthetic_gray_ramp,cpu_log_e_film,64x64x3,float64,12288,12288,0,0,0,-10.0,0.7448708211596086,0.1568046309621879,1.3367196225651448,2368,0,2368,0
synthetic_gray_ramp,cpu_cmy_film,64x64x3,float64,12288,12288,0,0,0,0.0,1.2057298395334788,0.9052275056512982,0.23956789655313546,0,5376,192,5376
synthetic_gray_ramp,cpu_log_e_print,64x64x3,float64,12288,12288,0,0,0,-0.4316413306397246,0.8623164753398777,-0.16765755759321935,0.2582343720783362,9920,0,9920,0
synthetic_gray_ramp,cpu_cmy_print,64x64x3,float64,12288,12288,0,0,0,0.049399362262257995,2.467151095916245,0.3970779183794384,0.49137184558632213,0,1344,0,1344
synthetic_gray_ramp,cpu_rgb_out,64x64x3,float64,12288,12288,0,0,0,0.03804402458934143,0.8333971701476027,0.6336293192413821,0.2159190644088073,0,0,0,0
synthetic_gray_ramp,cpu_materialized_rgb_out,64x64x3,float64,12288,12288,0,0,0,0.03804402458934143,0.8333971701476027,0.6336293192413821,0.2159190644088073,0,0,0,0
synthetic_gray_ramp,mlx_rgb_in,64x64x3,float32,12288,12288,0,0,0,0.0,1.0,0.5,0.29322147369384766,0,0,192,192
synthetic_gray_ramp,mlx_rgb_pre,64x64x3,float32,12288,12288,0,0,0,0.0,1.0,0.5,0.29322147369384766,0,0,192,192
synthetic_gray_ramp,mlx_log_e_film,64x64x3,float32,12288,12288,0,0,0,-10.0,0.7448708415031433,0.1568046659231186,1.3367196321487427,2368,0,2368,0
synthetic_gray_ramp,mlx_cmy_film,64x64x3,float32,12288,12288,0,0,0,0.0,1.2057298421859741,0.9052274823188782,0.23956790566444397,0,5376,192,5376
synthetic_gray_ramp,mlx_log_e_print,64x64x3,float32,12288,12288,0,0,0,-0.4316413402557373,0.862330436706543,-0.16765695810317993,0.25823506712913513,9920,0,9920,0
synthetic_gray_ramp,mlx_cmy_print,64x64x3,float32,12288,12288,0,0,0,0.04940163344144821,2.467153549194336,0.3970785140991211,0.4913720190525055,0,1344,0,1344
synthetic_gray_ramp,mlx_rgb_out,64x64x3,float32,12288,12288,0,0,0,0.03804148733615875,0.8333513736724854,0.6336278319358826,0.21591877937316895,0,0,0,0
synthetic_gray_ramp,mlx_materialized_rgb_out,64x64x3,float32,12288,12288,0,0,0,0.03804148733615875,0.8333513736724854,0.6336278319358826,0.21591877937316895,0,0,0,0
synthetic_shadow_ramp,decoded_or_synthetic_source,64x64x3,float32,12288,12288,0,0,0,9.999999974752427e-07,0.05000000074505806,0.004950678441673517,0.010481506586074829,0,0,0,0
synthetic_shadow_ramp,cpu_gui_prepared_input,64x64x3,float64,12288,12288,0,0,0,9.999999974752427e-07,0.05000000074505806,0.004950678250766671,0.01048150656672874,0,0,0,0
synthetic_shadow_ramp,mlx_gui_prepared_input,64x64x3,float32,12288,12288,0,0,0,9.999999974752427e-07,0.05000000074505806,0.004950678441673517,0.010481506586074829,0,0,0,0
synthetic_shadow_ramp,cpu_rgb_in,64x64x3,float64,12288,12288,0,0,0,9.999999974752427e-07,0.05000000074505806,0.004950678250766671,0.01048150656672874,0,0,0,0
synthetic_shadow_ramp,cpu_rgb_pre,64x64x3,float64,12288,12288,0,0,0,9.999999974752427e-07,0.05000000074505806,0.004950678250766671,0.01048150656672874,0,0,0,0
synthetic_shadow_ramp,cpu_log_e_film,64x64x3,float64,12288,12288,0,0,0,-5.2816543575668495,-0.5561591678844009,-2.9188203388523157,1.3778803906648174,12288,0,12288,0
synthetic_shadow_ramp,cpu_cmy_film,64x64x3,float64,12288,12288,0,0,0,0.0,0.4658860689300142,0.04709618322501138,0.10501363720441938,0,0,5952,0
synthetic_shadow_ramp,cpu_log_e_print,64x64x3,float64,12288,12288,0,0,0,0.3319606351806721,0.8623164753398777,0.7794637215485635,0.1192044992809441,0,0,0,0
synthetic_shadow_ramp,cpu_cmy_print,64x64x3,float64,12288,12288,0,0,0,1.3908125133327371,2.467151095916245,2.091818239807768,0.260691194228579,0,12288,0,12288
synthetic_shadow_ramp,cpu_rgb_out,64x64x3,float64,12288,12288,0,0,0,0.03804402458934143,0.13031204365963997,0.06657313870239444,0.02053600144934264,0,0,0,0
synthetic_shadow_ramp,cpu_materialized_rgb_out,64x64x3,float64,12288,12288,0,0,0,0.03804402458934143,0.13031204365963997,0.06657313870239444,0.02053600144934264,0,0,0,0
synthetic_shadow_ramp,mlx_rgb_in,64x64x3,float32,12288,12288,0,0,0,9.999999974752427e-07,0.05000000074505806,0.004950678441673517,0.010481506586074829,0,0,0,0
synthetic_shadow_ramp,mlx_rgb_pre,64x64x3,float32,12288,12288,0,0,0,9.999999974752427e-07,0.05000000074505806,0.004950678441673517,0.010481506586074829,0,0,0,0
synthetic_shadow_ramp,mlx_log_e_film,64x64x3,float32,12288,12288,0,0,0,-5.281654357910156,-0.5561590194702148,-2.918820381164551,1.3778804540634155,12288,0,12288,0
synthetic_shadow_ramp,mlx_cmy_film,64x64x3,float32,12288,12288,0,0,0,0.0,0.4658859968185425,0.047096189111471176,0.10501363128423691,0,0,5952,0
synthetic_shadow_ramp,mlx_log_e_print,64x64x3,float32,12288,12288,0,0,0,0.3319610059261322,0.862330436706543,0.7794727683067322,0.1192081943154335,0,0,0,0
synthetic_shadow_ramp,mlx_cmy_print,64x64x3,float32,12288,12288,0,0,0,1.3908177614212036,2.467153549194336,2.091820001602173,0.26069167256355286,0,12288,0,12288
synthetic_shadow_ramp,mlx_rgb_out,64x64x3,float32,12288,12288,0,0,0,0.03804148733615875,0.13031205534934998,0.06657492369413376,0.020537519827485085,0,0,0,0
synthetic_shadow_ramp,mlx_materialized_rgb_out,64x64x3,float32,12288,12288,0,0,0,0.03804148733615875,0.13031205534934998,0.06657492369413376,0.020537519827485085,0,0,0,0
synthetic_highlight_ramp,decoded_or_synthetic_source,64x64x3,float32,12288,12288,0,0,0,0.18000000715255737,8.0,4.089999675750732,2.292992115020752,0,10944,0,10944
synthetic_highlight_ramp,cpu_gui_prepared_input,64x64x3,float64,12288,12288,0,0,0,0.18000000715255737,8.0,4.09000000031665,2.29299197050141,0,10944,0,10944
synthetic_highlight_ramp,mlx_gui_prepared_input,64x64x3,float32,12288,12288,0,0,0,0.18000000715255737,8.0,4.089999675750732,2.292992115020752,0,10944,0,10944
synthetic_highlight_ramp,cpu_rgb_in,64x64x3,float64,12288,12288,0,0,0,0.18000000715255737,8.0,4.09000000031665,2.29299197050141,0,10944,0,10944
synthetic_highlight_ramp,cpu_rgb_pre,64x64x3,float64,12288,12288,0,0,0,0.18000000715255737,8.0,4.09000000031665,2.29299197050141,0,10944,0,10944
synthetic_highlight_ramp,cpu_log_e_film,64x64x3,float64,12288,12288,0,0,0,-0.026390141037041823,1.6479608081447144,1.231362654860708,0.3704282027676068,128,9600,128,9600
synthetic_highlight_ramp,cpu_cmy_film,64x64x3,float64,12288,12288,0,0,0,0.7187467493163977,1.584604567742799,1.3605083967979432,0.17570108707607507,0,11584,0,11584
synthetic_highlight_ramp,cpu_log_e_print,64x64x3,float64,12288,12288,0,0,0,-0.8190402238692465,0.01751125698541292,-0.6539751405564135,0.17652848897651083,12160,0,12160,0
synthetic_highlight_ramp,cpu_cmy_print,64x64x3,float64,12288,12288,0,0,0,0.0004041620392657573,0.6540734843646803,0.03139814262847059,0.09217534369190528,0,0,0,0
synthetic_highlight_ramp,cpu_rgb_out,64x64x3,float64,12288,12288,0,0,0,0.4533939336597134,0.8615390332819841,0.8389234294991491,0.06345147129498054,0,0,0,0
synthetic_highlight_ramp,cpu_materialized_rgb_out,64x64x3,float64,12288,12288,0,0,0,0.4533939336597134,0.8615390332819841,0.8389234294991491,0.06345147129498054,0,0,0,0
synthetic_highlight_ramp,mlx_rgb_in,64x64x3,float32,12288,12288,0,0,0,0.18000000715255737,8.0,4.089999675750732,2.292992115020752,0,10944,0,10944
synthetic_highlight_ramp,mlx_rgb_pre,64x64x3,float32,12288,12288,0,0,0,0.18000000715255737,8.0,4.089999675750732,2.292992115020752,0,10944,0,10944
synthetic_highlight_ramp,mlx_log_e_film,64x64x3,float32,12288,12288,0,0,0,-0.026390276849269867,1.6479607820510864,1.2313627004623413,0.370428204536438,128,9600,128,9600
synthetic_highlight_ramp,mlx_cmy_film,64x64x3,float32,12288,12288,0,0,0,0.7187469005584717,1.5846046209335327,1.3605083227157593,0.1757010817527771,0,11584,0,11584
synthetic_highlight_ramp,mlx_log_e_print,64x64x3,float32,12288,12288,0,0,0,-0.819040834903717,0.017517369240522385,-0.653974711894989,0.17652831971645355,12160,0,12160,0
synthetic_highlight_ramp,mlx_cmy_print,64x64x3,float32,12288,12288,0,0,0,0.0004041113134007901,0.6540570259094238,0.03139814734458923,0.09217511862516403,0,0,0,0
synthetic_highlight_ramp,mlx_rgb_out,64x64x3,float32,12288,12288,0,0,0,0.4533863663673401,0.8615252375602722,0.8389164805412292,0.06344911456108093,0,0,0,0
synthetic_highlight_ramp,mlx_materialized_rgb_out,64x64x3,float32,12288,12288,0,0,0,0.4533863663673401,0.8615252375602722,0.8389164805412292,0.06344911456108093,0,0,0,0
synthetic_saturated_rgb,decoded_or_synthetic_source,64x64x3,float32,12288,12288,0,0,0,0.0,2.0,0.3333333432674408,0.5867389440536499,0,1984,8384,2112
synthetic_saturated_rgb,cpu_gui_prepared_input,64x64x3,float64,12288,12288,0,0,0,0.0,2.0,0.3333333357004449,0.5867389274655956,0,1984,8384,2112
synthetic_saturated_rgb,mlx_gui_prepared_input,64x64x3,float32,12288,12288,0,0,0,0.0,2.0,0.3333333432674408,0.5867389440536499,0,1984,8384,2112
synthetic_saturated_rgb,cpu_rgb_in,64x64x3,float64,12288,12288,0,0,0,0.0,2.0,0.3333333357004449,0.5867389274655956,0,1984,8384,2112
